team_id,season,league,team,abbreviation,playoffs,games,minutes_played,fg_per_100_poss,fga_per_100_poss,fg_percent,made_3_per_100poss,attempted_3p_per_100poss,three_point_percent,made_2p_per_100poss,attempted_2p_per_100poss,two_point_percent,ft_per_100poss,fta_per_100poss,ft_percent,orb_per_100poss,drb_per_100poss,trb_per_100poss,ast_per_100poss,stl_per_100poss,blk_per_100poss,tov_per_100poss,pf_per_100poss,pts_per_100poss
NYK2025,2025,NBA,New York Knicks,NYK,TRUE,82,19880,44.3,91.3,0.486,12.9,34.9,0.369,31.5,56.4,0.558,16.9,21.2,0.8,11.1,32.5,43.6,28.1,8.4,4,13.6,17.6,118.5
OKC2025,2025,NBA,Oklahoma City Thunder,OKC,TRUE,82,19705,44.6,92.6,0.482,14.5,38.8,0.374,30.1,53.8,0.559,16.7,20.4,0.819,10.6,34.1,44.7,26.8,10.3,5.7,11.7,19.9,120.3
ORL2025,2025,NBA,Orlando Magic,ORL,TRUE,82,19730,39.6,89,0.445,11.7,36.6,0.318,28,52.4,0.533,18.5,23.9,0.775,11.6,31.9,43.4,23.9,9.2,6.2,14.7,20.9,109.4
PHI2025,2025,NBA,Philadelphia 76ers,PHI,FALSE,82,19805,40.5,89.2,0.454,13,38,0.341,27.5,51.3,0.537,17.9,23,0.78,10.6,30,40.6,23.7,9.4,4.6,13.9,19.4,111.9
PHO2025,2025,NBA,Phoenix Suns,PHO,FALSE,82,19830,42.2,88.2,0.478,14.7,38.8,0.378,27.5,49.4,0.556,17.2,21.2,0.81,9.8,33.7,43.4,28.4,7.4,4.9,14.4,18.3,116.2
POR2025,2025,NBA,Portland Trail Blazers,POR,FALSE,82,19780,40.8,90.9,0.45,13,38,0.342,27.9,52.8,0.527,17,22.4,0.762,13.5,31.6,45.1,24,8.3,5.3,16.1,19.1,111.7
SAC2025,2025,NBA,Sacramento Kings,SAC,TRUE,82,19880,43.4,90.8,0.478,12.7,35.5,0.357,30.7,55.3,0.555,17.2,21.4,0.806,11.1,33.5,44.6,26.7,7.6,4.4,13.4,19,116.7
SAS2025,2025,NBA,San Antonio Spurs,SAS,FALSE,82,19730,42,90.2,0.465,14.2,39.8,0.357,27.8,50.4,0.551,16.3,21.1,0.774,11,32.9,43.9,28.8,8.3,5.6,13.9,16.7,114.4
TOR2025,2025,NBA,Toronto Raptors,TOR,FALSE,82,19805,41.5,90.7,0.458,11.8,33.9,0.348,29.7,56.8,0.523,15.7,21,0.748,12.6,32.4,45,28.4,8.1,4.2,15.3,21.1,110.5
UTA2025,2025,NBA,Utah Jazz,UTA,FALSE,82,19805,40,88.1,0.454,13.9,39.6,0.35,26.2,48.5,0.54,17.2,22.2,0.774,11.9,33.2,45.1,25.4,6.7,4.4,17.1,18.8,111.2
WAS2025,2025,NBA,Washington Wizards,WAS,FALSE,82,19730,39,88.9,0.439,13,38.7,0.335,26,50.2,0.519,15.9,20.4,0.778,10.5,32.7,43.2,24.8,7.5,5.1,15.4,19.5,106.8
ATL2024,2024,NBA,Atlanta Hawks,ATL,FALSE,82,19855,42.6,91.6,0.465,13.6,37.3,0.364,29,54.3,0.535,18.4,23,0.797,12.4,31.9,44.2,26.3,7.4,4.5,13.4,18.4,117.2
BOS2024,2024,NBA,Boston Celtics,BOS,TRUE,82,19830,44.9,92.1,0.487,16.8,43.4,0.388,28,48.8,0.575,16.6,20.6,0.807,10.9,36.4,47.3,27.5,6.9,6.7,12.2,16.5,123.2
BRK2024,2024,NBA,Brooklyn Nets,BRK,FALSE,82,19805,41.7,91.4,0.456,13.6,37.6,0.362,28.1,53.7,0.522,16.2,21.4,0.756,11.7,33.4,45.2,26.3,7,5.3,13.5,19,113.2
CHI2024,2024,NBA,Chicago Bulls,CHI,FALSE,82,19980,43,91.6,0.47,11.7,32.8,0.358,31.3,58.7,0.532,17.1,21.6,0.791,11.4,33.4,44.8,25.6,8,4.9,12.5,19.2,114.9
CHO2024,2024,NBA,Charlotte Hornets,CHO,FALSE,82,19730,41,89.2,0.46,12.4,34.9,0.355,28.7,54.3,0.528,14.9,18.9,0.786,9.6,31.7,41.3,25.4,7,4.6,14.1,18.4,109.3
CLE2024,2024,NBA,Cleveland Cavaliers,CLE,TRUE,82,19805,42.7,89.2,0.479,13.8,37.6,0.367,28.9,51.5,0.561,15.9,20.8,0.765,10.1,34.2,44.3,28.7,7.5,4.7,13.9,17.9,115.2
DAL2024,2024,NBA,Dallas Mavericks,DAL,TRUE,82,19705,43,89.5,0.481,14.6,39.5,0.369,28.5,50,0.569,17,22.4,0.758,9.7,33.2,42.9,25.6,6.9,4.9,12.5,18.3,117.6
DEN2024,2024,NBA,Denver Nuggets,DEN,TRUE,82,19705,45.4,91.5,0.496,12,32.2,0.374,33.4,59.4,0.562,15.6,20.5,0.762,11.1,34.8,45.8,30.4,7.4,5.7,13,18.7,118.5
DET2024,2024,NBA,Detroit Pistons,DET,FALSE,82,19755,40.8,88.1,0.463,11,31.7,0.348,29.8,56.4,0.528,17,21.7,0.785,10.5,32.8,43.3,25.4,6.5,4.7,15.2,20.6,109.7
GSW2024,2024,NBA,Golden State Warriors,GSW,FALSE,82,19830,43.7,91.7,0.477,14.8,38.9,0.38,28.9,52.8,0.548,15.6,20.1,0.78,12.2,34.6,46.7,29.3,7,4.6,14.3,19.5,117.8
HOU2024,2024,NBA,Houston Rockets,HOU,FALSE,82,19855,41.8,91.1,0.459,12.7,36.2,0.352,29.1,54.9,0.53,18.1,23.4,0.773,11.5,34,45.5,24.9,7.8,4.6,12.8,20.8,114.5
IND2024,2024,NBA,Indiana Pacers,IND,TRUE,82,19705,46.1,91,0.507,13,34.6,0.374,33.2,56.4,0.589,15.8,20.2,0.782,9.9,30.9,40.8,30.2,7.6,5.8,12.7,21,121
LAC2024,2024,NBA,Los Angeles Clippers,LAC,TRUE,82,19705,43.5,89,0.489,13,34.1,0.381,30.5,55,0.555,18.8,22.8,0.825,10.3,33.8,44.1,26.3,8,5.2,13.5,19,118.8
LAL2024,2024,NBA,Los Angeles Lakers,LAL,TRUE,82,19855,42.9,86,0.499,11.6,30.8,0.377,31.3,55.2,0.567,18.6,23.8,0.782,8.1,34.2,42.3,28,7.2,5.4,13.7,15.4,115.9
MEM2024,2024,NBA,Memphis Grizzlies,MEM,FALSE,82,19780,38.9,89.3,0.435,13.2,38.3,0.346,25.6,51.1,0.502,16.3,21.3,0.764,11.1,32.1,43.2,25,8.3,6.2,15.3,19.3,107.2
MIA2024,2024,NBA,Miami Heat,MIA,TRUE,82,19755,41.2,88.7,0.465,12.9,34.9,0.37,28.3,53.8,0.527,18.7,22.8,0.818,9.7,34.1,43.8,26.7,7.8,3.5,13.1,17.9,114
MIL2024,2024,NBA,Milwaukee Bucks,MIL,TRUE,82,19805,42.9,88.1,0.487,14.1,37.9,0.373,28.8,50.2,0.574,18.4,23.8,0.774,9.4,34.6,43.9,26.4,6.8,5,12.8,19.1,118.4
MIN2024,2024,NBA,Minnesota Timberwolves,MIN,TRUE,82,19805,42.2,87,0.485,12.9,33.5,0.387,29.3,53.6,0.546,18.2,23.5,0.777,9.6,35,44.6,27.3,8.1,6.2,14.5,19.3,115.6
NOP2024,2024,NBA,New Orleans Pelicans,NOP,TRUE,82,19705,43.3,89.1,0.486,12.7,33.3,0.383,30.6,55.9,0.548,18,23.3,0.771,10.6,34.2,44.8,27.5,8.5,4.7,13.3,18.8,117.4
NYK2024,2024,NBA,New York Knicks,NYK,TRUE,82,19730,43.3,92.9,0.465,13.8,37.5,0.369,29.4,55.4,0.531,17.8,22.9,0.78,13.3,34.1,47.3,25.5,7.8,4.3,13.9,18.5,118.2
OKC2024,2024,NBA,Oklahoma City Thunder,OKC,TRUE,82,19805,44.3,88.9,0.499,13.2,34,0.389,31.1,54.9,0.567,17.6,21.4,0.825,8.8,33.1,41.8,27,8.4,6.5,12.6,18.8,119.5
ORL2024,2024,NBA,Orlando Magic,ORL,TRUE,82,19780,41.5,87.2,0.476,11.3,32.1,0.352,30.2,55,0.549,19,25.1,0.759,10.8,32.6,43.4,25.3,8.4,5.3,15.1,20.3,113.4
PHI2024,2024,NBA,Philadelphia 76ers,PHI,TRUE,82,19780,42.3,91.2,0.464,12.3,34,0.363,30,57.2,0.525,19.9,24.1,0.826,11.3,32.5,43.8,25.4,8.6,6.1,12.2,20.7,116.9
PHO2024,2024,NBA,Phoenix Suns,PHO,TRUE,82,19780,43,87.2,0.493,12.6,33,0.382,30.4,54.2,0.561,19.1,23.6,0.808,10.3,34.3,44.6,27.4,7.5,6.1,15.1,18.2,117.6
POR2024,2024,NBA,Portland Trail Blazers,POR,FALSE,82,19880,40.1,91.3,0.439,11.7,33.8,0.345,28.4,57.5,0.494,16.5,20.9,0.791,12.9,30.7,43.5,23.5,7.8,4.4,15.5,20.5,108.3
SAC2024,2024,NBA,Sacramento Kings,SAC,FALSE,82,19855,43.5,91.2,0.477,14.4,39.4,0.366,29,51.8,0.561,15.6,20.9,0.745,10.9,33.3,44.1,28.4,7.6,4.2,13.2,20,116.9
SAS2024,2024,NBA,San Antonio Spurs,SAS,FALSE,82,19830,41.2,89,0.462,12.4,35.7,0.347,28.8,53.3,0.539,15.3,19.6,0.782,10.2,33.3,43.4,29.3,7,6.2,14.9,16.9,110
TOR2024,2024,NBA,Toronto Raptors,TOR,FALSE,82,19805,42.3,89.7,0.471,11.5,33.1,0.347,30.8,56.6,0.543,16.3,21.6,0.756,10.9,31.8,42.6,28.5,7.7,4.7,14,18.4,112.3
UTA2024,2024,NBA,Utah Jazz,UTA,FALSE,82,19805,41.9,89.8,0.467,12.9,36.5,0.354,29,53.3,0.544,18.7,22.6,0.83,12.2,33.2,45.4,27.2,6.5,5.6,15.7,18.6,115.5
WAS2024,2024,NBA,Washington Wizards,WAS,FALSE,82,19730,41.7,88.8,0.47,12,34.5,0.348,29.7,54.2,0.548,15,19.6,0.764,8.9,31,39.9,27.1,7.4,4.9,13.6,19.4,110.5
ATL2023,2023,NBA,Atlanta Hawks,ATL,TRUE,82,19855,43.9,90.9,0.483,10.6,30.1,0.352,33.3,60.9,0.548,18.2,22.2,0.818,11,32.6,43.7,24.6,7,4.8,12.7,18.5,116.6
BOS2023,2023,NBA,Boston Celtics,BOS,TRUE,82,19980,42.2,88.8,0.475,16,42.6,0.377,26.2,46.2,0.567,17.5,21.6,0.812,9.7,35.6,45.3,26.7,6.4,5.2,13.4,18.8,118
BRK2023,2023,NBA,Brooklyn Nets,BRK,TRUE,82,19730,42,86.3,0.487,13,34.3,0.378,29.1,52,0.559,17.9,22.4,0.8,8.3,32.8,41.1,25.9,7.2,6.3,13.9,21.4,115
CHI2023,2023,NBA,Chicago Bulls,CHI,FALSE,82,19905,42.7,87.1,0.49,10.4,29,0.361,32.2,58.1,0.555,17.7,21.9,0.809,8.5,34,42.5,24.5,7.9,4.5,13.4,19,113.5
CHO2023,2023,NBA,Charlotte Hornets,CHO,FALSE,82,19830,40.6,89,0.457,10.6,32,0.33,30.1,56.9,0.528,17.4,23.2,0.749,10.8,33,43.8,24.7,7.6,5.1,14,19.9,109.2
CLE2023,2023,NBA,Cleveland Cavaliers,CLE,TRUE,82,19880,43,88.1,0.488,12,32.7,0.367,31,55.4,0.559,18.2,23.3,0.78,10,32.5,42.5,25.8,7.4,4.8,13.8,19.7,116.1
DAL2023,2023,NBA,Dallas Mavericks,DAL,FALSE,82,19930,40.9,86.2,0.475,15.5,41.9,0.371,25.4,44.2,0.574,19.4,25.7,0.755,7.8,31.9,39.7,23.4,6.4,3.8,12.5,21.2,116.8
DEN2023,2023,NBA,Denver Nuggets,DEN,TRUE,82,19755,44.2,87.8,0.504,12,31.7,0.379,32.3,56.1,0.575,17.1,22.7,0.751,10.3,33.4,43.7,29.3,7.7,4.6,14.8,18.9,117.6
DET2023,2023,NBA,Detroit Pistons,DET,FALSE,82,19805,39.7,87.4,0.454,11.4,32.5,0.351,28.3,54.8,0.516,19.9,25.8,0.771,11.2,31.4,42.6,23.1,7,3.8,15.1,22.2,110.7
GSW2023,2023,NBA,Golden State Warriors,GSW,TRUE,82,19830,42.1,88,0.479,16.2,42.2,0.385,25.9,45.9,0.564,15.6,19.7,0.794,10.3,33.3,43.6,29.1,7,3.8,15.9,20.9,116.1
HOU2023,2023,NBA,Houston Rockets,HOU,FALSE,82,19755,40.8,89.4,0.457,10.5,32.1,0.327,30.3,57.3,0.53,19.2,25.5,0.754,13.5,33.1,46.6,22.5,7.4,4.6,16.3,20.6,111.4
IND2023,2023,NBA,Indiana Pacers,IND,FALSE,82,19755,41.4,88.3,0.469,13.4,36.4,0.367,28,51.8,0.54,18.4,23.4,0.79,10,30.9,40.9,26.6,7.6,5.7,14.7,20.9,114.6
LAC2023,2023,NBA,Los Angeles Clippers,LAC,TRUE,82,19830,41.6,87.2,0.477,12.9,33.8,0.381,28.8,53.4,0.539,18.9,24.2,0.781,9.9,33.9,43.8,24.2,7.2,4.5,14.4,19.7,115
LAL2023,2023,NBA,Los Angeles Lakers,LAL,TRUE,82,19880,41.9,87,0.482,10.5,30.5,0.346,31.4,56.5,0.555,20.2,26,0.775,9.7,34.9,44.7,24.7,6.3,4.5,13.8,17.5,114.5
MEM2023,2023,NBA,Memphis Grizzlies,MEM,TRUE,82,19780,43,90.6,0.475,11.8,33.7,0.351,31.2,56.9,0.548,17.2,23.5,0.733,11.9,34,45.9,25.6,8.2,5.7,13.4,19.7,115.1
MIA2023,2023,NBA,Miami Heat,MIA,TRUE,82,19805,40.5,88,0.46,12.3,35.9,0.344,28.1,52.1,0.54,19.7,23.7,0.831,10,31.9,41.9,24.6,8.2,3.1,13.9,19.1,113
MIL2023,2023,NBA,Milwaukee Bucks,MIL,TRUE,82,19830,42.2,89.2,0.473,14.7,39.8,0.368,27.5,49.4,0.557,16.4,22.1,0.743,11,37,48,25.5,6.3,4.9,14.4,17.8,115.4
MIN2023,2023,NBA,Minnesota Timberwolves,MIN,TRUE,82,19830,42.1,85.9,0.49,11.9,32.7,0.365,30.2,53.1,0.568,17.6,23.3,0.755,9,32.2,41.1,25.7,7.9,5.3,15.1,21.2,113.7
NOP2023,2023,NBA,New Orleans Pelicans,NOP,FALSE,82,19855,42.1,87.6,0.48,11,30.1,0.364,31.1,57.5,0.541,19.3,24.4,0.793,10.6,33.2,43.7,25.9,8.3,4.1,14.6,20.5,114.4
NYK2023,2023,NBA,New York Knicks,NYK,TRUE,82,19955,42.6,90.7,0.47,12.8,36.3,0.354,29.8,54.5,0.547,19.7,25.8,0.761,12.8,34.6,47.3,23.3,6.5,4.2,13.2,20.6,117.8
OKC2023,2023,NBA,Oklahoma City Thunder,OKC,FALSE,82,19855,42.3,90.8,0.465,11.9,33.5,0.356,30.4,57.3,0.53,18.8,23.3,0.809,11.2,31.6,42.8,23.9,8.1,4.1,12.8,20.6,115.2
ORL2023,2023,NBA,Orlando Magic,ORL,FALSE,82,19780,40.6,86.4,0.47,10.8,31.2,0.346,29.8,55.3,0.539,19.6,25,0.784,10.2,33.1,43.3,23.3,7.4,4.7,15.1,20.2,111.6
PHI2023,2023,NBA,Philadelphia 76ers,PHI,TRUE,82,19880,41.7,85.6,0.487,12.9,33.3,0.387,28.8,52.3,0.551,21.4,25.6,0.835,8.9,32.9,41.8,25.7,7.9,4.8,14,20.9,117.7
PHO2023,2023,NBA,Phoenix Suns,PHO,TRUE,82,19780,42.7,91.3,0.467,12.4,33,0.374,30.3,58.2,0.52,17.4,22,0.793,12,32.8,44.8,27.6,7.2,5.3,13.7,21.5,115.1
POR2023,2023,NBA,Portland Trail Blazers,POR,FALSE,82,19730,40.9,86.4,0.474,13,35.7,0.365,27.9,50.7,0.55,19.9,24.9,0.796,9.6,31.5,41,24.5,6.8,4.6,14.6,20.3,114.8
SAC2023,2023,NBA,Sacramento Kings,SAC,TRUE,82,19830,43.1,87.3,0.494,13.6,36.9,0.369,29.5,50.3,0.586,19.6,24.8,0.79,9.4,32.6,42,27,6.9,3.3,13.3,19.5,119.4
SAS2023,2023,NBA,San Antonio Spurs,SAS,FALSE,82,19855,42,90.3,0.465,10.8,31.4,0.345,31.2,58.9,0.529,15.4,20.7,0.743,11.5,31.1,42.6,26.5,6.8,3.8,14.9,19.4,110.2
TOR2023,2023,NBA,Toronto Raptors,TOR,FALSE,82,19805,42.9,93.5,0.459,11,32.8,0.335,31.9,60.7,0.525,18.8,24,0.784,13,31,44,24.5,9.6,5.3,11.9,20.5,115.5
UTA2023,2023,NBA,Utah Jazz,UTA,FALSE,82,19805,42,88.8,0.473,13.2,37.4,0.353,28.8,51.4,0.56,18.5,23.6,0.786,11.7,33.7,45.4,25.7,6,5.2,15.2,20.2,115.8
WAS2023,2023,NBA,Washington Wizards,WAS,FALSE,82,19755,42.6,87.9,0.485,11.4,32.1,0.356,31.2,55.8,0.559,17.8,22.7,0.785,9.5,34.6,44.1,25.7,6.9,5.2,14.3,19,114.4
ATL2022,2022,NBA,Atlanta Hawks,ATL,TRUE,82,19705,42.4,90.3,0.47,13.2,35.2,0.374,29.2,55.1,0.531,18.5,22.8,0.812,10.3,34.7,45,25.2,7.3,4.3,12.1,19.1,116.5
BOS2022,2022,NBA,Boston Celtics,BOS,TRUE,82,19905,41.7,89.5,0.466,13.5,38,0.356,28.2,51.5,0.547,17.4,21.4,0.816,10.8,36.4,47.2,25.4,7.4,6,14,19,114.4
BRK2022,2022,NBA,Brooklyn Nets,BRK,TRUE,82,19755,42.2,89,0.475,11.5,31.9,0.361,30.7,57,0.538,17.6,21.9,0.805,10.4,34.3,44.7,25.4,7.1,5.5,14.1,20.5,113.6
CHI2022,2022,NBA,Chicago Bulls,CHI,TRUE,82,19730,42.3,88.2,0.48,10.8,29.3,0.369,31.6,58.9,0.535,17.8,21.9,0.813,8.8,34.2,42.9,24.2,7.2,4.2,13,19.1,113.2
CHO2022,2022,NBA,Charlotte Hornets,CHO,FALSE,82,19880,42.3,90.5,0.468,13.8,37.8,0.365,28.5,52.7,0.542,15.7,21.2,0.74,10.7,33.4,44.1,27.8,8.5,4.9,13.1,19.7,114.1
CLE2022,2022,NBA,Cleveland Cavaliers,CLE,FALSE,82,19730,41.2,87.8,0.469,12.1,34,0.355,29.1,53.8,0.541,17.4,22.9,0.76,10.6,35.3,45.9,26.1,7.3,4.3,14.9,18.1,111.9
DAL2022,2022,NBA,Dallas Mavericks,DAL,TRUE,82,19755,41,88.9,0.461,13.7,39,0.35,27.4,49.9,0.548,17.1,22.2,0.771,9.7,35.3,44.9,24.4,7,4.1,13.1,20.5,112.8
DEN2022,2022,NBA,Denver Nuggets,DEN,TRUE,82,19805,42.3,87.7,0.483,12.9,36.5,0.353,29.4,51.2,0.575,17,21.4,0.795,9.3,35.5,44.8,28.2,7.3,3.8,14.7,20.3,114.5
DET2022,2022,NBA,Detroit Pistons,DET,FALSE,82,19780,38.6,89.6,0.431,11.4,35,0.326,27.2,54.6,0.498,17.4,22.3,0.782,11.1,32.4,43.5,23.7,7.8,4.8,14.3,22.2,106
GSW2022,2022,NBA,Golden State Warriors,GSW,TRUE,82,19730,41.1,87.6,0.469,14.5,39.9,0.364,26.5,47.6,0.557,15.8,20.6,0.769,9.9,36.2,46.1,27.5,8.9,4.6,15.1,21.3,112.5
HOU2022,2022,NBA,Houston Rockets,HOU,FALSE,82,19755,38.9,85.3,0.456,13.3,38.2,0.349,25.6,47.1,0.543,17.3,24.2,0.713,9.5,32,41.5,23.3,7.2,4.6,16.3,20.4,108.4
IND2022,2022,NBA,Indiana Pacers,IND,FALSE,82,19880,41.9,90.4,0.463,12.3,35.7,0.344,29.6,54.7,0.541,16.6,21.6,0.768,11.4,32.9,44.3,25.6,7.2,5.6,14.6,20.6,112.6
LAC2022,2022,NBA,Los Angeles Clippers,LAC,FALSE,82,19780,40.7,88.8,0.458,13,34.7,0.374,27.7,54.1,0.512,15.8,19.9,0.793,9.3,35.4,44.7,24.4,7.5,5,13.9,18.9,110.1
LAL2022,2022,NBA,Los Angeles Lakers,LAL,FALSE,82,19980,41,87.3,0.469,11.8,33.9,0.347,29.2,53.4,0.546,16.6,22.6,0.732,9.4,33.9,43.3,23.6,7.5,5.1,14.3,19.8,110.3
MEM2022,2022,NBA,Memphis Grizzlies,MEM,TRUE,82,19780,43.2,93.6,0.461,11.4,32.4,0.353,31.8,61.2,0.519,16.8,23,0.734,14,34.7,48.8,25.8,9.7,6.4,13.1,19.6,114.6
MIA2022,2022,NBA,Miami Heat,MIA,TRUE,82,19855,40.9,87.6,0.467,14,37,0.379,26.9,50.6,0.531,17.8,22.1,0.808,10.2,35,45.2,26.3,7.6,3.3,15,21.2,113.7
MIL2022,2022,NBA,Milwaukee Bucks,MIL,TRUE,82,19755,41.7,89.1,0.468,14,38.3,0.366,27.7,50.8,0.544,17.7,22.9,0.776,10.2,36.3,46.6,23.8,7.6,4,13.4,18.2,115.1
MIN2022,2022,NBA,Minnesota Timberwolves,MIN,TRUE,82,19780,41,89.7,0.457,14.6,40.7,0.358,26.5,49,0.54,17.7,22.8,0.778,11.1,32.5,43.5,25.3,8.7,5.5,14.1,21.5,114.3
NOP2022,2022,NBA,New Orleans Pelicans,NOP,TRUE,82,19755,41.2,90.1,0.457,10.9,32.8,0.332,30.2,57.3,0.528,18.8,23.8,0.789,12.3,34.1,46.3,25.6,8.5,4.1,14.4,20.1,112
NYK2022,2022,NBA,New York Knicks,NYK,FALSE,82,19780,39.1,89.4,0.437,13.7,38.3,0.357,25.4,51.1,0.497,18.6,25,0.744,11.9,35.9,47.8,22.7,7.2,5,13.7,21.1,110.4
OKC2022,2022,NBA,Oklahoma City Thunder,OKC,FALSE,82,19805,38.6,89.9,0.43,12.2,37.7,0.323,26.4,52.2,0.507,15.2,20.1,0.756,10.5,35.5,46,22.4,7.6,4.7,14.1,18.4,104.6
ORL2022,2022,NBA,Orlando Magic,ORL,FALSE,82,19780,38.4,88.5,0.434,12.2,36.9,0.331,26.2,51.6,0.507,15.5,19.7,0.787,9.1,35.3,44.4,23.8,6.8,4.5,14.5,19.7,104.5
PHI2022,2022,NBA,Philadelphia 76ers,PHI,TRUE,82,19805,40.7,87.3,0.466,12,32.8,0.364,28.7,54.4,0.527,20.2,24.6,0.821,8.8,34.9,43.7,24.5,8,5.5,12.9,20,113.5
PHO2022,2022,NBA,Phoenix Suns,PHO,TRUE,82,19730,43.7,90.1,0.485,11.6,31.9,0.364,32.1,58.2,0.551,15.9,19.9,0.797,9.8,35.5,45.3,27.4,8.6,4.4,12.9,19.9,114.8
POR2022,2022,NBA,Portland Trail Blazers,POR,FALSE,82,19730,39.1,88.4,0.442,12.9,37.4,0.346,26.2,51.1,0.513,16.7,21.9,0.76,10.6,32.9,43.5,23.3,8.1,4.5,14.7,21.4,107.8
SAC2022,2022,NBA,Sacramento Kings,SAC,FALSE,82,19805,40.3,87.7,0.46,11.4,33.1,0.344,29,54.7,0.53,17.8,23.2,0.768,9.5,33.2,42.8,23.6,7.1,4.5,14,18.9,109.9
SAS2022,2022,NBA,San Antonio Spurs,SAS,FALSE,82,19805,43,92.1,0.467,11.2,31.8,0.352,31.7,60.3,0.527,15.3,20.3,0.754,10.9,34.1,45,27.7,7.6,4.9,12.6,18,112.4
TOR2022,2022,NBA,Toronto Raptors,TOR,TRUE,82,19855,41.9,94.3,0.445,12.3,35.3,0.349,29.6,58.9,0.503,16.7,22,0.759,13.8,33,46.8,22.8,9.3,4.7,12.9,20.2,112.9
UTA2022,2022,NBA,Utah Jazz,UTA,TRUE,82,19730,41.7,88.5,0.471,14.9,41.4,0.36,26.7,47.1,0.568,18.4,24,0.767,11.1,36.5,47.6,23,7.4,5,14.4,19.4,116.7
WAS2022,2022,NBA,Washington Wizards,WAS,FALSE,82,19830,41.5,88,0.472,10.7,31.3,0.342,30.8,56.7,0.543,17.4,22.2,0.783,9.2,34.9,44.1,25.6,6.5,5.1,13.4,19.3,111.1
ATL2021,2021,NBA,Atlanta Hawks,ATL,TRUE,72,17405,41.5,88.8,0.468,12.6,33.9,0.373,28.9,54.8,0.526,20,24.7,0.812,10.7,35.7,46.4,24.5,7.1,4.8,13.5,19.7,115.7
BOS2021,2021,NBA,Boston Celtics,BOS,TRUE,72,17380,42,90,0.466,13.8,36.8,0.374,28.2,53.2,0.53,16.3,21,0.775,10.8,34,44.8,23.7,7.8,5.4,14.2,20.7,114
BRK2021,2021,NBA,Brooklyn Nets,BRK,TRUE,72,17405,43,87.1,0.494,14.1,36,0.392,28.9,51.1,0.565,18.1,22.5,0.804,8.9,35.5,44.3,26.7,6.7,5.3,13.5,19,118.3
CHI2021,2021,NBA,Chicago Bulls,CHI,FALSE,72,17380,42.3,89,0.476,12.6,34.1,0.37,29.7,54.9,0.542,13.9,17.5,0.791,9.7,35.5,45.1,26.9,6.7,4.2,15.2,19,111.1
CHO2021,2021,NBA,Charlotte Hornets,CHO,FALSE,72,17355,40.4,89,0.455,13.9,37.5,0.369,26.6,51.5,0.517,16.1,21.2,0.761,10.7,33.6,44.3,27.2,7.9,4.8,15,18.3,110.9
CLE2021,2021,NBA,Cleveland Cavaliers,CLE,FALSE,72,17430,39.3,87.4,0.45,10.2,30.3,0.336,29.1,57.1,0.51,17,22.8,0.743,10.6,32.9,43.5,24.3,7.9,4.6,15.8,18.5,105.8
DAL2021,2021,NBA,Dallas Mavericks,DAL,TRUE,72,17305,42.2,89.6,0.47,14.2,39.1,0.362,28,50.5,0.554,16.9,21.7,0.778,9.4,35.1,44.5,23.5,6.4,4.4,12.4,19.9,115.4
DEN2021,2021,NBA,Denver Nuggets,DEN,TRUE,72,17480,44,90.8,0.485,13.1,34.8,0.377,30.9,56,0.552,16,19.9,0.803,10.7,34.5,45.2,27.3,8.2,4.6,13.7,19.4,117.1
DET2021,2021,NBA,Detroit Pistons,DET,FALSE,72,17430,39.2,86.7,0.452,11.7,33.3,0.351,27.5,53.4,0.515,18,23.7,0.759,9.8,33.5,43.3,24.5,7.5,5.2,15.1,20.8,108
GSW2021,2021,NBA,Golden State Warriors,GSW,FALSE,72,17305,40.3,86.1,0.468,14.2,37.9,0.376,26.1,48.3,0.541,16.2,20.6,0.785,7.8,34.3,42,27,8,4.6,14.7,20.7,111.1
HOU2021,2021,NBA,Houston Rockets,HOU,FALSE,72,17305,38.6,87.1,0.444,13.6,40,0.339,25.1,47.2,0.532,16.3,22,0.74,9.2,32.8,41.9,23.2,7.5,4.9,14.5,19.2,107.1
IND2021,2021,NBA,Indiana Pacers,IND,FALSE,72,17455,42.2,88.9,0.474,12,33.1,0.364,30.1,55.8,0.54,16,20.2,0.792,8.8,32.8,41.6,26.7,8.3,6.2,13.2,19.7,112.4
LAC2021,2021,NBA,Los Angeles Clippers,LAC,TRUE,72,17280,43.1,89.4,0.482,14.7,35.8,0.411,28.4,53.6,0.529,16.7,19.9,0.839,9.7,35.8,45.5,25.2,7.3,4.2,13.6,19.8,117.6
LAL2021,2021,NBA,Los Angeles Lakers,LAL,TRUE,72,17455,40.8,86.4,0.472,11.1,31.3,0.354,29.7,55,0.539,17.3,23.4,0.739,9.7,34.7,44.4,24.7,7.8,5.4,15.3,19.2,109.9
MEM2021,2021,NBA,Memphis Grizzlies,MEM,TRUE,72,17405,42.4,90.8,0.467,11,31,0.356,31.3,59.8,0.525,16.3,21.1,0.771,11,34.9,46,26.6,9,5,13.1,18.5,112
MIA2021,2021,NBA,Miami Heat,MIA,TRUE,72,17380,40.4,86.2,0.468,13.3,37.2,0.358,27,48.9,0.553,17.2,21.7,0.79,8.3,34.4,42.7,27.1,8.1,4.1,14.5,19.5,111.2
