team_id,season,league,team,abbreviation,playoffs,games,minutes_played,fg_per_100_poss,fga_per_100_poss,fg_percent,made_3_per_100poss,attempted_3p_per_100poss,three_point_percent,made_2p_per_100poss,attempted_2p_per_100poss,two_point_percent,ft_per_100poss,fta_per_100poss,ft_percent,orb_per_100poss,drb_per_100poss,trb_per_100poss,ast_per_100poss,stl_per_100poss,blk_per_100poss,tov_per_100poss,pf_per_100poss,pts_per_100poss
PHI2004,2004,NBA,Philadelphia 76ers,PHI,FALSE,82,19855,36.8,86,0.428,4.7,13.6,0.342,32.2,72.3,0.445,20.8,27.6,0.753,12.9,33.1,46,22.5,9,4.9,17.9,23.4,99.1
PHO2004,2004,NBA,Phoenix Suns,PHO,FALSE,82,19730,38.8,87.6,0.443,5.5,15.8,0.345,33.4,71.8,0.465,18.3,24.5,0.746,12.1,31.6,43.7,20.8,9.6,5,16.4,24.5,101.4
POR2004,2004,NBA,Portland Trail Blazers,POR,FALSE,82,19980,40.4,90.1,0.448,5.3,15.4,0.346,35.1,74.7,0.469,17.6,24.1,0.731,14.5,33.1,47.6,24.6,8.5,6.2,16.9,21.7,103.7
SAC2004,2004,NBA,Sacramento Kings,SAC,TRUE,82,19780,40.6,87.8,0.462,7.9,19.6,0.401,32.7,68.2,0.48,21.3,26.7,0.795,11.6,32.6,44.2,28.1,9.3,4.3,14.9,20.7,110.3
SAS2004,2004,NBA,San Antonio Spurs,SAS,TRUE,82,19755,38.7,87.6,0.442,5.6,15.5,0.358,33.2,72.1,0.46,19.2,28.2,0.681,14,36.4,50.4,22.8,9,7.3,16.4,22.7,102.2
SEA2004,2004,NBA,Seattle SuperSonics,SEA,FALSE,82,19805,39.6,88.8,0.446,9.7,26.1,0.373,29.9,62.7,0.476,18.4,24,0.765,12.2,31.2,43.5,24,8.9,5.2,16,24,107.3
TOR2004,2004,NBA,Toronto Raptors,TOR,FALSE,82,19980,36.7,87.9,0.418,6.4,17.9,0.356,30.4,70,0.434,17.1,22.8,0.75,11.5,33.5,45,21.8,8.4,5.6,16.1,24.2,97
UTA2004,2004,NBA,Utah Jazz,UTA,FALSE,82,19780,37.7,86.5,0.436,3.5,11,0.321,34.2,75.5,0.453,23,30.8,0.746,15.5,31.8,47.3,23.4,8.2,6.9,19.1,29.4,101.9
WAS2004,2004,NBA,Washington Wizards,WAS,FALSE,82,19830,36.2,86,0.421,5.7,16.6,0.341,30.5,69.4,0.44,20.7,29,0.714,14.6,31.4,46,20.2,9.6,5.3,18.9,22.5,98.8
ATL2003,2003,NBA,Atlanta Hawks,ATL,FALSE,82,19905,37.9,85.3,0.444,5.3,15.1,0.352,32.6,70.2,0.464,21.1,26.7,0.793,12.4,33.9,46.3,22.3,8.1,6.3,18.1,23.6,102.3
BOS2003,2003,NBA,Boston Celtics,BOS,TRUE,82,19830,36,86.7,0.415,9.6,28.7,0.334,26.4,58,0.455,19.7,26.6,0.742,11.3,32.9,44.2,21,9.6,4,15.3,23.4,101.2
CHI2003,2003,NBA,Chicago Bulls,CHI,FALSE,82,19930,38.5,86.4,0.445,4.5,12.8,0.35,34,73.6,0.462,18.7,25.9,0.722,12.7,32.7,45.4,22.9,7.8,5.9,17.9,26.1,100.2
CLE2003,2003,NBA,Cleveland Cavaliers,CLE,FALSE,82,19830,36.7,86.9,0.422,3.8,11.5,0.327,32.9,75.3,0.437,19.3,25.9,0.747,14.4,32.7,47.1,22,8.2,6.7,19.3,24,96.5
DAL2003,2003,NBA,Dallas Mavericks,DAL,TRUE,82,19780,41.4,91.5,0.453,8.3,21.9,0.381,33.1,69.7,0.475,19.5,23.5,0.829,12,33.4,45.3,24.1,8.7,5.9,12.4,22.7,110.7
DEN2003,2003,NBA,Denver Nuggets,DEN,FALSE,82,19730,35.9,87.5,0.411,3.1,11,0.278,32.9,76.4,0.43,17.3,24.7,0.699,14.9,31.6,46.4,23.2,9.5,5.6,20.2,27.5,92.2
DET2003,2003,NBA,Detroit Pistons,DET,TRUE,82,19905,37.5,87.2,0.43,7.4,20.7,0.358,30.1,66.5,0.452,21.7,28.1,0.771,12.3,34,46.2,22.5,7.7,6.5,15.3,24.3,104.1
GSW2003,2003,NBA,Golden State Warriors,GSW,FALSE,82,19755,39.5,89.5,0.441,5.5,15.9,0.344,34,73.6,0.462,23.9,30.7,0.778,16.6,32.8,49.4,22.1,7.7,6.5,16.7,23,108.3
HOU2003,2003,NBA,Houston Rockets,HOU,FALSE,82,19930,38.5,87.6,0.44,6,17.2,0.346,32.6,70.5,0.462,21.3,27.7,0.768,13.9,34.8,48.7,20.4,8.1,6.7,17.3,21.7,104.3
IND2003,2003,NBA,Indiana Pacers,IND,TRUE,82,19905,38.3,87,0.441,5,14.7,0.339,33.3,72.3,0.461,22.9,29.9,0.766,13.2,34.5,47.7,25.2,9.2,5.8,15.9,23.8,104.6
LAC2003,2003,NBA,Los Angeles Clippers,LAC,FALSE,82,19755,37.7,86.3,0.437,5.2,15.7,0.331,32.5,70.7,0.46,21.7,29,0.75,13.4,32.7,46.2,21.3,7.6,6.1,17.2,23.7,102.3
LAL2003,2003,NBA,Los Angeles Lakers,LAL,TRUE,82,19930,40.3,89.3,0.451,6.3,17.8,0.356,33.9,71.5,0.475,20.3,27.7,0.734,14,33.3,47.3,24.9,8.3,6.1,15.5,24.4,107.2
MEM2003,2003,NBA,Memphis Grizzlies,MEM,FALSE,82,19930,39.6,87.6,0.452,6.1,16.6,0.365,33.5,71,0.473,18.6,25.2,0.739,12.3,32,44.3,24.6,8.5,6.5,16.4,21.8,103.9
MIA2003,2003,NBA,Miami Heat,MIA,FALSE,82,19830,37,89.8,0.412,4.8,15.2,0.316,32.2,74.6,0.432,17.8,23.3,0.765,13.1,33.9,47,20.7,8.2,4.5,16.1,25.6,96.7
MIL2003,2003,NBA,Milwaukee Bucks,MIL,TRUE,82,19905,40.6,89,0.457,7.8,20.4,0.383,32.8,68.6,0.478,19.8,25.5,0.776,11.7,31.6,43.3,24.3,8.3,4.6,13.9,24.3,108.8
MIN2003,2003,NBA,Minnesota Timberwolves,MIN,TRUE,82,19805,41.8,89.7,0.466,3.9,10.6,0.368,37.9,79.2,0.479,18.5,24.1,0.77,12.6,34.5,47.1,27.3,7.3,5.7,14.8,22.5,106.1
NJN2003,2003,NBA,New Jersey Nets,NJN,TRUE,82,19755,38.6,87.4,0.441,4.6,13.8,0.332,34,73.6,0.462,22.1,29.1,0.757,13.1,33.5,46.7,25,9.5,5,16.1,23.5,103.8
NOH2003,2003,NBA,New Orleans Hornets,NOH,TRUE,82,19905,39.3,90.3,0.435,5.5,14.5,0.376,33.9,75.8,0.447,19.8,25.8,0.768,14.8,33.4,48.2,24.4,8.9,5.3,16.4,23.9,103.9
NYK2003,2003,NBA,New York Knicks,NYK,FALSE,82,19855,39.5,89.6,0.441,8.1,21.1,0.383,31.5,68.5,0.459,17.6,21.6,0.815,11.2,31.7,42.9,24,7.7,3.4,15.3,25.2,104.7
ORL2003,2003,NBA,Orlando Magic,ORL,TRUE,82,19805,38.4,88,0.436,7.4,20.7,0.357,31,67.3,0.46,21,27.1,0.777,12.5,31.1,43.6,21.8,9.1,3.9,15.3,24.6,105.2
PHI2003,2003,NBA,Philadelphia 76ers,PHI,TRUE,82,19855,39.3,87.8,0.448,3.2,10.4,0.311,36.1,77.4,0.466,23.1,29.8,0.775,13.8,31.9,45.7,23.4,11.2,3.8,16,23.8,105
PHO2003,2003,NBA,Phoenix Suns,PHO,TRUE,82,19805,39.8,89.7,0.443,5.2,15.2,0.343,34.6,74.5,0.464,18.9,25.5,0.742,13.9,32.3,46.2,22.8,8.8,5.3,16,23.8,103.7
POR2003,2003,NBA,Portland Trail Blazers,POR,TRUE,82,19855,40.4,87.8,0.46,5.1,15.5,0.33,35.3,72.2,0.488,19.6,26.3,0.745,13.4,32.2,45.6,25.1,9.8,4.3,16.9,22.1,105.5
SAC2003,2003,NBA,Sacramento Kings,SAC,TRUE,82,19830,41.1,88.7,0.464,6.2,16.3,0.381,34.9,72.4,0.482,17.3,23.2,0.746,11.4,34.9,46.3,25.8,9.3,5.8,15.1,21.1,105.9
SAS2003,2003,NBA,San Antonio Spurs,SAS,TRUE,82,19830,39.1,84.7,0.462,6,17.1,0.354,33.1,67.6,0.489,21.4,29.5,0.725,12.6,34.4,47,22,8.5,7.1,17.4,22.5,105.6
SEA2003,2003,NBA,Seattle SuperSonics,SEA,FALSE,82,19855,39.6,90.6,0.437,6.3,17.7,0.353,33.4,72.9,0.458,18.2,24.4,0.744,13.2,32.7,46,24.4,9.3,4.1,14.9,23.5,103.7
TOR2003,2003,NBA,Toronto Raptors,TOR,FALSE,82,19805,38.4,89.9,0.427,5.5,16.1,0.343,32.9,73.8,0.446,18.2,25.3,0.718,13.8,31.8,45.6,21.3,8.2,5.3,15.9,23.7,100.5
UTA2003,2003,NBA,Utah Jazz,UTA,TRUE,82,19780,39.3,84.1,0.468,3,8.7,0.349,36.3,75.4,0.481,23.8,31.9,0.745,13.9,32.4,46.2,28.6,9.6,6.3,18.7,25,105.5
WAS2003,2003,NBA,Washington Wizards,WAS,FALSE,82,19830,38.7,87.8,0.44,3.5,11.1,0.312,35.2,76.6,0.459,22.2,28.5,0.779,12.6,32.9,45.5,22.1,8.5,5.4,15,22.6,103
ATL2002,2002,NBA,Atlanta Hawks,ATL,FALSE,82,19780,38.3,87.3,0.439,5.6,15.8,0.354,32.7,71.5,0.458,19.6,25.6,0.765,12.6,32.3,44.9,21.9,8.8,4.6,16.8,22.5,101.8
BOS2002,2002,NBA,Boston Celtics,BOS,TRUE,82,19830,37.3,88.1,0.424,9.1,25.5,0.359,28.2,62.6,0.45,19.6,25.6,0.764,11.7,33.6,45.3,22.5,10.4,3.8,14.6,23.2,103.4
CHH2002,2002,NBA,Charlotte Hornets,CHH,TRUE,82,19755,39.2,89.2,0.44,4.7,13.5,0.348,34.5,75.7,0.456,21.2,28.5,0.745,14.3,33.9,48.3,23.8,8.8,6.2,15.6,23.7,104.3
CHI2002,2002,NBA,Chicago Bulls,CHI,FALSE,82,19805,37.6,86.9,0.433,4,11.6,0.346,33.6,75.3,0.447,18.9,26.2,0.722,12.4,31.6,43.9,24.3,8.5,4.8,16.8,24.5,98.2
CLE2002,2002,NBA,Cleveland Cavaliers,CLE,FALSE,82,19855,39.5,88.1,0.448,5.2,13.7,0.377,34.3,74.4,0.461,20.5,26.5,0.772,13,33.2,46.2,25.3,7.7,6.3,16,23.5,104.6
DAL2002,2002,NBA,Dallas Mavericks,DAL,TRUE,82,19880,41.6,90.1,0.462,8.1,21.4,0.378,33.5,68.7,0.488,20.9,25.9,0.806,11.9,33.4,45.3,23.6,7.6,5.1,12.9,24,112.2
DEN2002,2002,NBA,Denver Nuggets,DEN,FALSE,82,19805,39.1,92.1,0.424,5.7,17.2,0.329,33.4,74.9,0.446,17.5,23.6,0.744,15,31,46,24.4,8.2,6.2,16.2,25.1,101.4
DET2002,2002,NBA,Detroit Pistons,DET,TRUE,82,19680,38.5,85.3,0.452,7.7,20.4,0.376,30.9,64.9,0.475,20,26.5,0.756,11,32.1,43,23.9,8.8,7.7,16.2,23,104.8
GSW2002,2002,NBA,Golden State Warriors,GSW,FALSE,82,19780,38.5,89.7,0.429,4.1,12.8,0.322,34.4,77,0.447,21.7,30.1,0.722,17.1,32,49.1,21.9,8.3,6.7,17.7,24.2,102.8
HOU2002,2002,NBA,Houston Rockets,HOU,FALSE,82,19980,38.6,90.3,0.428,6.8,20.2,0.335,31.9,70.1,0.455,19.1,25.8,0.741,14,32.8,46.8,20.2,7.3,6.1,15.7,20.1,103.1
IND2002,2002,NBA,Indiana Pacers,IND,TRUE,82,19905,38.5,86.3,0.446,5.3,15.7,0.339,33.2,70.6,0.47,21.8,28.3,0.772,12.2,33.7,45.9,24.7,8.6,5.7,16.4,24.6,104.1
LAC2002,2002,NBA,Los Angeles Clippers,LAC,FALSE,82,19805,40,89.7,0.445,5.5,15.4,0.356,34.5,74.3,0.464,20.1,27.3,0.739,14.6,33.3,47.8,23.1,6.9,7.3,16.3,21.8,105.5
LAL2002,2002,NBA,Los Angeles Lakers,LAL,TRUE,82,19780,41.5,90.1,0.461,6.7,19,0.354,34.8,71.2,0.489,19.7,28.2,0.699,13.5,34.3,47.8,24.8,8.2,6.3,13.7,24,109.4
MEM2002,2002,NBA,Memphis Grizzlies,MEM,FALSE,82,19780,38,87,0.436,4.5,14.6,0.307,33.5,72.4,0.462,17.8,25.1,0.708,13.1,32.1,45.2,23.8,8.6,6.5,17.9,20.9,98.2
MIA2002,2002,NBA,Miami Heat,MIA,FALSE,82,19930,38.6,87.9,0.439,4.3,12.4,0.347,34.3,75.5,0.454,17,23.5,0.724,12.4,35,47.5,22.9,7.5,6.2,16.8,25.4,98.5
MIL2002,2002,NBA,Milwaukee Bucks,MIL,FALSE,82,19905,40.6,87.9,0.462,7.9,21.2,0.375,32.7,66.7,0.49,17.7,23.6,0.748,11.2,34.2,45.4,24.7,8,5.2,15.5,23.9,106.9
MIN2002,2002,NBA,Minnesota Timberwolves,MIN,TRUE,82,19805,42.5,92.2,0.461,5.3,14,0.378,37.2,78.2,0.476,18.7,23.5,0.798,14.2,34.3,48.5,26.7,7,5.7,14.7,23.3,109
NJN2002,2002,NBA,New Jersey Nets,NJN,TRUE,82,19830,40.1,89.9,0.446,5.3,15.7,0.338,34.8,74.1,0.469,18.5,25.1,0.735,13.7,33.2,46.9,26.2,9.4,6.5,15.7,22.9,104
NYK2002,2002,NBA,New York Knicks,NYK,FALSE,82,19805,38,88.1,0.432,6.4,18.2,0.353,31.6,69.9,0.453,19,24.1,0.787,11.8,33.2,45,23.2,7.5,3.9,16.1,24.3,101.5
ORL2002,2002,NBA,Orlando Magic,ORL,TRUE,82,19830,40.1,89.5,0.448,8.1,21.6,0.373,32,68,0.471,18.8,24.9,0.754,12.2,31.7,43.9,23.4,8.6,5,14.5,22.1,107
PHI2002,2002,NBA,Philadelphia 76ers,PHI,TRUE,82,19730,38.4,88.1,0.436,2.9,9.8,0.299,35.4,78.3,0.453,22.4,28.8,0.779,14.9,34.7,49.6,22.4,9.6,5,17.2,22.5,102.1
PHO2002,2002,NBA,Phoenix Suns,PHO,FALSE,82,19830,41,91.8,0.447,4.7,14.5,0.327,36.3,77.3,0.469,16.5,21.6,0.767,14.2,32.2,46.4,24.3,8.8,5.3,16,23.6,103.3
POR2002,2002,NBA,Portland Trail Blazers,POR,TRUE,82,19830,40.7,90.4,0.45,6.3,17.9,0.354,34.4,72.5,0.474,19.7,25.8,0.763,14.7,33.1,47.8,26.1,9.5,5,15.9,21.8,107.4
SAC2002,2002,NBA,Sacramento Kings,SAC,TRUE,82,19755,41.5,89,0.467,5.4,14.7,0.367,36.1,74.3,0.486,20.6,27.4,0.751,12.9,34.3,47.2,24.9,9.4,4.8,14.3,19.8,109
SAS2002,2002,NBA,San Antonio Spurs,SAS,TRUE,82,19855,39.1,85.4,0.458,5.9,16.3,0.362,33.2,69.2,0.48,22.4,30.2,0.742,12.2,34.5,46.6,22.1,8.4,7.2,15.8,21.1,106.5
SEA2002,2002,NBA,Seattle SuperSonics,SEA,TRUE,82,19830,42.6,90.8,0.469,6.6,17.6,0.378,35.9,73.3,0.49,17.2,22.7,0.755,13.2,31.7,44.9,26.2,9.5,4.9,15.3,23.5,108.9
TOR2002,2002,NBA,Toronto Raptors,TOR,TRUE,82,19755,40,92.1,0.434,5.3,15.2,0.349,34.7,76.9,0.451,17.4,23.5,0.739,15.2,32,47.2,24.3,9.4,6.2,16.1,24.2,102.6
UTA2002,2002,NBA,Utah Jazz,UTA,TRUE,82,19830,38.5,85.5,0.45,3.8,11.3,0.333,34.7,74.2,0.468,24.8,32.6,0.763,14.9,31.5,46.4,26.8,10,7,18.1,26.4,105.6
WAS2002,2002,NBA,Washington Wizards,WAS,FALSE,82,19730,40.5,91.8,0.441,4.2,10.8,0.388,36.3,80.9,0.448,19.7,25.7,0.765,14.5,33,47.5,23.6,7.8,4.9,14.7,24.3,104.8
ATL2001,2001,NBA,Atlanta Hawks,ATL,FALSE,82,19730,38,88.2,0.431,4.4,12.3,0.357,33.6,75.9,0.443,18.2,24,0.759,13.6,32.9,46.5,20.6,8.4,5.1,18.1,24.6,98.7
BOS2001,2001,NBA,Boston Celtics,BOS,FALSE,82,19830,36.3,84.8,0.428,7.7,21.3,0.363,28.5,63.4,0.45,21.2,28.6,0.74,11.7,30.9,42.7,22.3,10.1,4.4,16.8,25.5,101.4
CHH2001,2001,NBA,Charlotte Hornets,CHH,TRUE,82,19880,37.8,87.8,0.431,4.6,13.3,0.346,33.2,74.5,0.446,21.6,29,0.745,13.9,35.2,49.2,25.7,9,6.1,16,23.7,101.8
CHI2001,2001,NBA,Chicago Bulls,CHI,FALSE,82,19855,36.8,86.8,0.424,4.5,12.9,0.346,32.4,73.9,0.438,19.1,25.8,0.739,12.5,30.6,43.1,24.5,9.1,5.1,17.5,25.7,97.2
CLE2001,2001,NBA,Cleveland Cavaliers,CLE,FALSE,82,19830,38.3,86.7,0.442,2.9,8.7,0.334,35.4,77.9,0.455,20.7,27.1,0.765,13.5,32.4,45.8,22.7,8.5,5.8,17.9,25.3,100.3
DAL2001,2001,NBA,Dallas Mavericks,DAL,TRUE,82,19805,40.1,87.3,0.459,6.7,17.6,0.381,33.4,69.7,0.479,20.2,25.4,0.794,10.8,33.4,44.2,22.6,8,6.4,14.8,24.8,107.1
DEN2001,2001,NBA,Denver Nuggets,DEN,FALSE,82,19780,39,90.1,0.433,6.7,18.9,0.355,32.3,71.2,0.454,19,25.7,0.737,13.7,33.8,47.5,25.8,7.2,7,14.9,23.8,103.7
DET2001,2001,NBA,Detroit Pistons,DET,FALSE,82,19855,37.2,87.8,0.424,5,14.2,0.35,32.3,73.6,0.439,20.5,28.5,0.721,14.1,33.5,47.6,20.8,7.8,5.7,16.6,24.9,100
GSW2001,2001,NBA,Golden State Warriors,GSW,FALSE,82,19780,37.9,92.5,0.409,3.6,12.4,0.293,34.2,80.1,0.427,18.4,26.1,0.706,17.3,30.8,48.1,23.1,9.6,5.3,16.8,22.3,97.8
HOU2001,2001,NBA,Houston Rockets,HOU,FALSE,82,19830,39.4,86.9,0.453,6.7,18.9,0.357,32.7,68,0.48,21.2,27.9,0.758,12.3,33.8,46.1,21.6,7.9,4.8,16.1,22.2,106.7
IND2001,2001,NBA,Indiana Pacers,IND,TRUE,82,19980,38,86.4,0.44,5.3,15.6,0.342,32.7,70.8,0.461,20.7,27,0.766,12.4,34.9,47.2,23.7,7.6,6.5,16.7,25.9,102
LAC2001,2001,NBA,Los Angeles Clippers,LAC,FALSE,82,20030,38.7,86.4,0.448,4.8,14.2,0.339,33.9,72.2,0.469,19.1,27.5,0.693,12.9,34.2,47.1,21.2,6.5,6.9,17.3,23.7,101.3
LAL2001,2001,NBA,Los Angeles Lakers,LAL,TRUE,82,19905,40.9,87.9,0.465,5.8,16.8,0.344,35.1,71.1,0.494,20.9,30.7,0.683,14.3,33.9,48.2,24.8,7.4,6.4,15.6,24.6,108.4
MIA2001,2001,NBA,Miami Heat,MIA,TRUE,82,19880,37.4,86.8,0.43,6.6,19.2,0.345,30.7,67.6,0.455,19.7,26,0.759,11.3,33.8,45,22.6,8.8,4.2,15.6,23.9,101.1
MIL2001,2001,NBA,Milwaukee Bucks,MIL,TRUE,82,19780,41,89.5,0.458,7.4,19.5,0.379,33.6,70,0.48,19.4,24.7,0.787,12.8,32.9,45.8,24.3,8.8,5.1,14.8,25.4,108.8
MIN2001,2001,NBA,Minnesota Timberwolves,MIN,TRUE,82,19830,41.5,90.5,0.458,4.2,11.9,0.357,37.2,78.7,0.473,18,22.9,0.785,13.2,32.6,45.8,27.5,9,6,15,25,105.2
NJN2001,2001,NBA,New Jersey Nets,NJN,FALSE,82,19730,36.8,86.8,0.425,4.8,14.4,0.333,32.1,72.4,0.443,21.6,28.4,0.759,12,31,43,21.2,8.6,5.4,16,26.3,100
NYK2001,2001,NBA,New York Knicks,NYK,TRUE,82,19905,38.3,86.2,0.444,5.4,15.5,0.351,32.9,70.7,0.465,19.1,24,0.796,10.8,35.1,45.9,21.1,7.6,4.8,16.5,25.9,101.2
ORL2001,2001,NBA,Orlando Magic,ORL,TRUE,82,19955,38.9,88.7,0.438,6.3,17.4,0.364,32.6,71.4,0.456,19.1,26.7,0.714,13.8,31.6,45.4,23.3,8.7,6.2,16.1,26.7,103.2
PHI2001,2001,NBA,Philadelphia 76ers,PHI,TRUE,82,19855,38.7,86.6,0.447,3.5,10.7,0.326,35.2,75.8,0.464,22.6,30.4,0.745,14.3,34.7,49,22.6,9.2,5.4,17.2,22.3,103.6
PHO2001,2001,NBA,Phoenix Suns,PHO,TRUE,82,19805,38.3,87.9,0.436,4.3,13.7,0.315,34,74.2,0.458,19.4,25.7,0.755,12.6,32.9,45.5,24.8,10.1,5.6,16.3,24.3,100.3
POR2001,2001,NBA,Portland Trail Blazers,POR,TRUE,82,19780,40.9,87.3,0.468,5,14.4,0.349,35.9,73,0.492,19.7,25.8,0.762,13.1,33.8,46.8,26.7,9.1,5.7,17.1,23.8,106.5
SAC2001,2001,NBA,Sacramento Kings,SAC,TRUE,82,20080,39.7,88.2,0.449,6.1,17.1,0.354,33.6,71.1,0.472,20.3,26.3,0.771,12.5,34.2,46.7,23.4,10,5.5,15.5,20.2,105.6
SAS2001,2001,NBA,San Antonio Spurs,SAS,TRUE,82,19830,39,84.6,0.461,6,14.8,0.407,33,69.8,0.472,22.6,31.6,0.715,12.2,36.6,48.8,24,7.7,7.8,15.5,21,106.6
SEA2001,2001,NBA,Seattle SuperSonics,SEA,FALSE,82,19805,40.1,88,0.456,6.2,15.5,0.399,33.9,72.5,0.468,19.2,26.3,0.732,13.2,32.1,45.3,23.7,8.7,5.4,16.6,22.9,105.6
TOR2001,2001,NBA,Toronto Raptors,TOR,TRUE,82,19955,40.3,92.2,0.437,5.7,15.4,0.369,34.6,76.8,0.451,19.6,26.2,0.747,14.8,33.4,48.2,26.5,7.9,6.9,14.3,23.1,105.9
UTA2001,2001,NBA,Utah Jazz,UTA,TRUE,82,19780,40,85,0.471,4.4,11.5,0.381,35.6,73.5,0.485,23.2,30.8,0.752,12.7,32.2,45,28.5,8.9,6.3,17.5,28.5,107.6
VAN2001,2001,NBA,Vancouver Grizzlies,VAN,FALSE,82,19780,38,86.5,0.439,4.3,12.5,0.343,33.7,74,0.455,19.3,25,0.77,11.8,32.2,44,25.1,7.8,4.8,17.1,22.9,99.6
WAS2001,2001,NBA,Washington Wizards,WAS,FALSE,82,19680,37.3,84.9,0.439,3.6,11.2,0.324,33.7,73.8,0.456,22.4,29.5,0.759,13.4,31.2,44.6,21.7,8.3,5,18.3,25.2,100.6
ATL2000,2000,NBA,Atlanta Hawks,ATL,FALSE,82,19830,39.6,89.8,0.441,3.4,10.7,0.317,36.2,79.1,0.458,19.5,26.2,0.743,15.1,33.9,49,20.4,6.6,6.1,16.7,22.7,102
BOS2000,2000,NBA,Boston Celtics,BOS,FALSE,82,19730,39.3,88.5,0.444,5.4,16.2,0.331,33.9,72.3,0.469,20.8,28,0.745,14.2,31.1,45.4,22.4,10.2,3.7,16.2,28.6,104.8
CHH2000,2000,NBA,Charlotte Hornets,CHH,TRUE,82,19780,37.9,84.4,0.449,4.4,12.9,0.339,33.5,71.5,0.469,24.1,31.8,0.758,11.4,34,45.5,26.1,9.5,6.2,15.6,21.6,104.3
CHI2000,2000,NBA,Chicago Bulls,CHI,FALSE,82,19805,34.8,83.7,0.415,4.6,14,0.329,30.1,69.7,0.432,20.1,28.3,0.709,14,31.5,45.5,22.3,8.8,5.2,21.1,25.8,94.2
CLE2000,2000,NBA,Cleveland Cavaliers,CLE,FALSE,82,19855,37.6,85.1,0.442,4.3,11.6,0.373,33.3,73.4,0.453,20.9,27.9,0.75,12.8,31.6,44.3,24.5,9,4.6,18,28,100.4
DAL2000,2000,NBA,Dallas Mavericks,DAL,FALSE,82,19730,40.9,90.3,0.453,6.7,17,0.391,34.3,73.3,0.468,18,22.4,0.804,11.9,31.3,43.3,23.2,7.6,5.3,14.4,22.7,106.6
DEN2000,2000,NBA,Denver Nuggets,DEN,FALSE,82,19855,39,88.2,0.442,6,17.8,0.336,33,70.4,0.469,19.5,27,0.724,13.7,33,46.7,24.4,7.1,7.9,16.3,25,103.5
DET2000,2000,NBA,Detroit Pistons,DET,TRUE,82,19830,38.5,83.9,0.459,5.6,15.5,0.359,33,68.5,0.481,24.7,31.7,0.781,11.6,31.1,42.7,21.6,8.4,3.5,16.3,25.4,107.3
GSW2000,2000,NBA,Golden State Warriors,GSW,FALSE,82,19755,38.1,90.9,0.42,4.4,13.6,0.323,33.8,77.3,0.437,19.1,27.3,0.697,16.6,31,47.6,23.6,9.3,4.5,16.6,26,99.8
HOU2000,2000,NBA,Houston Rockets,HOU,FALSE,82,19830,38.6,85.6,0.45,7.5,20.9,0.358,31.1,64.7,0.48,20.2,27.6,0.733,13,33.2,46.2,22.8,7.9,5.6,18.3,21.4,104.8
IND2000,2000,NBA,Indiana Pacers,IND,TRUE,82,19730,39.8,86.8,0.459,7.6,19.4,0.392,32.2,67.3,0.478,21.3,26.2,0.811,11,34.1,45.1,24.3,7.3,5.5,15.1,23.3,108.5
LAC2000,2000,NBA,Los Angeles Clippers,LAC,FALSE,82,19705,37.3,87.6,0.426,5.6,16.4,0.339,31.7,71.2,0.446,17.7,23.7,0.746,12.4,30.8,43.2,19.2,7.5,6.4,17.2,23.6,97.8
LAL2000,2000,NBA,Los Angeles Lakers,LAL,TRUE,82,19805,40.7,88.7,0.459,4.5,13.6,0.329,36.3,75.2,0.482,21.4,30.7,0.696,14.5,35.5,50,24.9,8,6.9,14.8,23.9,107.3
MIA2000,2000,NBA,Miami Heat,MIA,TRUE,82,19830,40.1,87.2,0.46,6,16.2,0.371,34.1,71,0.481,18.2,24.7,0.736,12.4,35.3,47.8,26.1,7.9,7.1,16.6,26.3,104.5
MIL2000,2000,NBA,Milwaukee Bucks,MIL,TRUE,82,19855,41.4,89,0.465,5.1,13.9,0.369,36.2,75,0.483,20.3,25.8,0.786,13.2,30.9,44.2,24.1,8.7,5,16,26.3,108.2
MIN2000,2000,NBA,Minnesota Timberwolves,MIN,TRUE,82,19905,42.4,90.8,0.467,3.3,9.4,0.346,39.1,81.4,0.481,18.1,23.2,0.78,13.3,32.5,45.8,29,8.2,5.8,15,25.1,106.1
NJN2000,2000,NBA,New Jersey Nets,NJN,FALSE,82,19830,39,90,0.433,6.2,18,0.347,32.7,72.1,0.454,20.9,26.7,0.784,13.6,30.3,43.9,22.1,9.4,5.1,14.6,25,105.1
NYK2000,2000,NBA,New York Knicks,NYK,TRUE,82,19830,39.3,86.5,0.455,4.8,12.7,0.375,34.6,73.8,0.468,19.1,24.5,0.781,10.9,34.2,45.1,21.6,7,4.7,16.3,26.9,102.5
ORL2000,2000,NBA,Orlando Magic,ORL,FALSE,82,19755,39.6,87.6,0.452,3.7,10.9,0.338,35.9,76.7,0.468,19.6,26.7,0.735,14.3,31.7,46,21.3,9.3,5.8,18,24.6,102.4
PHI2000,2000,NBA,Philadelphia 76ers,PHI,TRUE,82,19830,39.1,88.5,0.442,2.7,8.4,0.323,36.4,80.1,0.454,20.6,29.1,0.708,15,32.2,47.2,23.7,10.3,5,16.8,25.3,101.5
PHO2000,2000,NBA,Phoenix Suns,PHO,TRUE,82,19805,39.9,87.3,0.457,5.9,16.1,0.368,34,71.2,0.477,18.9,24.9,0.759,13.2,33,46.1,27,9.6,5.6,17.6,25.4,104.6
